Macro_Name,Width,Length
CA_HOL_NEW_01,2000,54
CA_HOL_NEW_02,2000,54
CA_HOL_NEW_03,2000,54
CA_HOL_NEW_04,2000,54
CA_HOL_NEW_05,2000,54
CA_HOL_NEW_06,2000,54
CA_HOL_NEW_07,2000,54
CA_HOL_NEW_08,2000,54
CA_HOL_NEW_09,2000,54
CA_HOL_NEW_10,2000,54
CA_HOL_NEW_11,2000,54
CA_RS_ARRAY1,2000,108
CA_RS_ARRAY2,2000,108
CA_RS_PARRAY,4000,324
ED_APDM_2,2000,216
ED_APDM_3,2000,216
ED_HOL_BL_BL,2000,216
ED_HOL_BL_BL_Short,2000,216
ED_HOL_BL_BP,2000,216
ED_HOL_BL_WL_Short,2000,216
ED_HOL_DT_DT,2000,216
ED_HOL_DT_RX,2000,216
ED_HOL_HB,2000,216
ED_HOL_MOAT,2000,216
ED_HOL_OP_BP_1,2000,216
ED_HOL_OP_BP_2,2000,216
ED_HOL_OP_BP_3,2000,216
ED_HOL_OP_BP_4,2000,216
ED_HOL_OPEN1,2000,216
ED_HOL_opens,2000,216
ED_HOL_RX_RX,2000,216
ED_HOL_TTO,2000,216
ED_HOL_WL_BL_wCA1,2000,216
ED_HOL_WL_BL_wCA2,2000,216
ED_HOL_WL_WL_1,2000,216
ED_HOL_WL_WL_2,2000,216
EPI_DENSITY_Narrow,2000,54
EPI_DENSITY_Normal,2000,54
EPI_DENSITY_Wide,2000,54
FEOL_CA_RES1,2000,54
FEOL_CA_RES2,2000,54
FEOL_CA_RES3,2000,54
FEOL_CA_RES4,2000,54
FEOL_CA_RES5,2000,108
FEOL_CA_RES6,2000,108
FEOL_PC_RES1,2000,54
FEOL_PC_RES10,2000,54
FEOL_PC_RES11,2000,54
FEOL_PC_RES12,2000,54
FEOL_PC_RES13,2000,54
FEOL_PC_RES14,2000,54
FEOL_PC_RES2,2000,54
FEOL_PC_RES3,2000,54
FEOL_PC_RES4,2000,108
FEOL_PC_RES5,2000,54
FEOL_PC_RES6,2000,54
FEOL_PC_RES7,2000,54
FEOL_PC_RES8,2000,54
FEOL_PC_RES9,2000,54
FEOL_RX_RES1,2000,54
FEOL_RX_RES2,2000,54
HB_Space_RX,2000,54
IA_DC_SRM_CA_RX_M2,4000,324
IA_DC_SUBW_ARRAY,4000,324
IA_MK_SRM_RXPC,2000,216
IA_RX_STEPHEIGHT,2000,108
LDD_PC_1,2000,54
LDD_PC_2,2000,54
LDD_PC_3,2000,54
LDD_PC_4,2000,54
Logic_HOL_A_09,2000,54
Logic_HOL_A_10,2000,54
Logic_HOL_A_11,2000,54
Logic_HOL_A_12,2000,54
Logic_HOL_A_13,2000,54
Logic_HOL_A_14,2000,54
Logic_HOL_A_15,2000,54
Logic_HOL_A_16,2000,54
Logic_HOL_A_17,2000,54
Logic_HOL_B_02,2000,108
Logic_HOL_C_02,2000,216
Logic_HOL_C_03,2000,216
Logic_HOL_C_04,2000,216
Logic_HOL_C_05,2000,216
Logic_HOL_C_06,2000,216
Logic_HOL_C_07,2000,216
Logic_HOL_C_08,2000,216
Logic_HOL_C_09,2000,216
Logic_HOL_C_10,2000,216
Logic_HOL_C_11,2000,216
Logic_HOL_C_12,2000,216
New_HOL_A_1,2000,54
New_HOL_A_2,2000,54
New_HOL_A_3,2000,54
New_HOL_A_4,2000,54
New_HOL_A_5,2000,54
New_HOL_A_6,2000,54
New_HOL_A_7,2000,54
New_HOL_B3,2000,108
New_HOL_B4,2000,108
New_HOL_B5,2000,108
New_HOL_B6,2000,108
New_HOL_B7,2000,108
New_HOL_B8,2000,108
New_HOL_C5,2000,108
New_HOL_C_6,2000,210
New_HOL_C_7,2000,210
New_HOL_C_8,2000,210
New_HOL_C_9,2000,210
New_HOL_D_1,2000,432
New_HOL_D_10,2000,432
New_HOL_D_11,2000,432
New_HOL_D_12,2000,432
New_HOL_D_13,2000,432
New_HOL_D_2,2000,432
New_HOL_D_3,2000,432
New_HOL_D_4,2000,432
New_HOL_D_5,2000,432
New_HOL_D_6,2000,432
New_HOL_D_7,2000,432
New_HOL_D_8,2000,432
New_HOL_D_9,2000,432
NiSi_HOL_A_05,2000,54
NiSi_HOL_A_06,2000,54
NiSi_HOL_A_07,2000,54
NiSi_HOL_A_08,2000,54
NiSi_HOL_A_09,2000,54
NiSi_HOL_A_10,2000,54
NiSi_HOL_A_11,2000,54
NiSi_HOL_A_12,2000,54
NiSi_HOL_A_13,2000,54
NiSi_HOL_A_14,2000,54
NiSi_HOL_A_15,2000,54
NiSi_HOL_A_16,2000,54
NiSi_HOL_A_25,2000,54
NiSi_HOL_A_26,2000,54
NiSi_HOL_A_27,2000,54
NiSi_HOL_A_28,2000,54
NiSi_HOL_A_29,2000,54
NiSi_HOL_A_30,2000,54
NiSi_HOL_A_31,2000,54
NiSi_HOL_A_32,2000,54
NiSi_HOL_A_33,2000,54
NiSi_HOL_A_34,2000,54
NiSi_HOL_A_35,2000,54
NiSi_HOL_A_36,2000,54
PC_HOL_A_01,2000,54
PC_HOL_A_02,2000,54
PC_HOL_A_03,2000,54
PC_HOL_A_04,2000,54
PC_HOL_A_05,2000,54
PC_HOL_A_06,2000,54
PC_HOL_A_07,2000,54
PC_HOL_A_08,2000,54
PC_HOL_A_09,2000,54
PC_HOL_A_10,2000,54
PC_HOL_A_11,2000,54
PC_HOL_A_12,2000,54
PC_HOL_A_13,2000,54
PC_HOL_A_14,2000,54
PC_HOL_A_15,2000,54
PC_HOL_A_16,2000,54
PC_HOL_A_17,2000,54
PC_HOL_A_18,2000,54
PC_HOL_A_19,2000,54
PC_HOL_A_20,2000,54
PC_HOL_A_21,2000,54
PC_HOL_A_22,2000,54
PC_HOL_A_23,2000,54
PC_HOL_A_24,2000,54
PC_HOL_A_25,2000,54
PC_HOL_A_26,2000,54
PC_HOL_A_27,2000,54
PC_HOL_A_28,2000,54
PC_HOL_A_29,2000,54
PC_HOL_A_30,2000,54
PC_HOL_A_31,2000,54
PC_HOL_A_32,2000,54
PC_HOL_A_33,2000,54
PC_HOL_A_34,2000,54
PC_HOL_A_35,2000,54
PC_HOL_A_36,2000,54
PC_HOL_A_37,2000,54
PC_HOL_A_38,2000,54
PC_HOL_A_39,2000,54
PC_HOL_A_40,2000,54
PC_HOL_A_41,2000,54
PC_HOL_A_42,2000,54
PC_HOL_A_43,2000,54
PC_HOL_A_44,2000,54
PC_HOL_A_45,2000,54
PC_HOL_A_46,2000,54
PC_HOL_A_47,2000,54
PC_HOL_A_48,2000,54
PC_HOL_A_49,2000,54
PC_HOL_A_50,2000,54
PC_HOL_A_51,2000,54
PC_HOL_A_52,2000,54
PC_HOL_A_53,2000,54
PC_HOL_A_54,2000,54
PC_HOL_A_55,2000,54
PC_HOL_A_56,2000,54
PC_HOL_A_57,2000,54
PC_HOL_A_58,2000,54
PC_HOL_A_59,2000,54
PC_HOL_A_60,2000,54
PC_HOL_C_01,2000,216
PC_HOL_C_02,2000,216
PC_HOL_C_03,2000,216
PC_HOL_C_04,2000,216
PC_HOL_C_05,2000,216
PC_HOL_C_06,2000,216
PC_HOL_C_07,2000,216
PC_HOL_C_13,2000,216
PC_HOL_C_14,2000,216
PC_HOL_C_15,2000,216
PC_HOL_C_16,2000,216
PC_HOL_C_17,2000,216
PC_T2T_Sh01,2000,54
RCON_LN3,2000,54
RCON_LN4,2000,54
RCON_LP2D1N,2000,54
RCON_LP2D1P,2000,54
RCON_LP3,2000,54
RCON_LP4,2000,54
RCON_PCB2D1,2000,108
RCON_PCBN1,2000,54
RCON_PCBN2,2000,54
RCON_PCBN3,2000,54
RCON_PCBP1,2000,54
RCON_PCBP2,2000,54
RCON_PCBP3,2000,54
RX_Canyon_Serp_1,2000,216
RX_CombSerp_1,2000,216
RX_CombSerp_2,2000,216
RX_CombSerp_M1_1,2000,216
RX_CombSerp_M1_2,2000,216
RX_EPI_RS_3,2000,54
RX_Seams_PC,2000,54
RX_Serp_BlockGR,2000,108
RX_Serp_Canyon_M1,2000,108
RX_Serp_Canyon2_M1,2000,216
RX_STIB_Serp_1,2000,216
RX_STIB_Serp_2,2000,216
RX_TaperAngle_Serp,2000,216
RXPC_OpenShort_Mix,2000,216
RXPCShort1,2000,54
RXPCShort3,2000,216
RXPCShort4,2000,216
RXPCShort5,2000,216
RXPCShort6,2000,216
SRAM_HOL_A_01,2000,54
SRAM_HOL_A_02,2000,54
SRAM_HOL_A_03,2000,54
SRAM_HOL_A_04,2000,54
SRAM_HOL_A_05,2000,54
SRAM_HOL_A_06,2000,54
SRAM_HOL_A_07,2000,54
SRAM_HOL_A_08,2000,54
SRAM_HOL_B_1,2000,108
SRAM_HOL_B_2,2000,108
SRAM_HOL_B_3,2000,108
SRAM_HOL_B_4,2000,108
SRAM_HOL_C_01,2000,216
SRAM_HOL_C_02,2000,216
SRAM_HOL_C_03,2000,216
SRAM_HOL_C_04,2000,216
SRAM_HOL_C_05,2000,216
SRAM_HOL_C_06,2000,216
SRAM_HOL_C_07,2000,216
SRAM_HOL_C_08,2000,216
SRAM_HOL_C_09,2000,216
SRAM_HOL_C_10,2000,216
SRAM_HOL_C_11,2000,216
SRAM_HOL_C_13,2000,216
SRAM_HOL_C_14,2000,216
SRAM_HOL_C_15,2000,216
SRAM_HOL_D_01,2000,432
SRAM_HOL_D_02,2000,432
SRAM_HOL_D_03,2000,432
SRAM_HOL_D_04,2000,432
TLM_PCB_2D1,2000,108
TLM_PCB_2D2,2000,108
TLM_PCB_N1,2000,54
TLM_PCB_N2,2000,54
TLM_PCB_N3,2000,54
TLM_PCB_N4,2000,54
TLM_PCB_N5,2000,54
TLM_PCB_P1,2000,54
TLM_PCB_P2,2000,54
TLM_PCB_P3,2000,54
TLMCON2D1,2000,108
TLMCONN1,2000,54
TLMCONN2,2000,54
TLMCONN3,2000,54
TLMCONN4,2000,54
TLMCONN5,2000,54
TLMCONP1,2000,54
TLMCONP2,2000,54
TLMCONP3,2000,54
W_HOL_A_1,2000,54
W_HOL_A_2,2000,54
CHIP1,7142.6,4392.6
CHIP1_c1,7142.6,4392.6
CHIP2,6400,6200
EF_LION4K_BEOL_22S_11,510,2000
EF_LION4K_BEOLBUTSV_22S_12,510,2000
EF_LION4K_BEOLEXP_22S_13,510,2000
EF_LION4K_RX_22S_9,510,2000
EF_LION4K_RXBU_22S_10,510,2000
EF_mini_Lion_512_BEOL,180,2000
FIREBOLT_DBA1_15LM,1000,5900
FIREBOLT_DBA1_15LM_DOE1,1000,5900
FIREBOLT_DBA1_15LM_DOE2,1000,5900
FIREBOLT_DBA2_15LM,1000,5900
K8_KREACHER_B128,1042.6,6492.6
TA_SAILBALLACK,2339.92,2339.92
Whale-lite_c1,2339.92,2339.92
Whale-lite_c2,2339.92,2339.92
ts_garnet_20m_top_DOE1,941,6012
ts_garnet_20m_top_DOE2,941,6012
ts_garnet_20m_top_POR,941,6012
Whale-lite,2339.92,2339.92
CAP_FEOL_2,2000,108
CAP_FEOL_3,2000,108
CAP_FEOL_4,2000,108
CAP_FEOL_5,2000,216
CAP_FEOL_6,2000,216
CAP_FEOL_1,2000,108
CCB1_PX_1,2000,108
CCB1_PX_2,2000,108
CCCF_B1M5,2000,216
CCCF_B2B1,2000,108
CCCF_E1B2,2000,108
CCCF_E2E1,2000,108
CCCF_M1PC,2000,216
CCCF_M2M1,2000,216
CCCF_M3M2,2000,216
CCCF_MAE1,2000,108
CCCF_MBMA,2000,108
CCCF_RAX3,2000,108
CCCF_RBRA,2000,108
CCCF_X1E3,2000,108
CCCF_X2X1,2000,108
CCE1_PX_1,2000,108
CCE1_PX_2,2000,108
CCM1_PX_1,2000,108
CCM1_PX_2,2000,108
CCM2_PX_1,2000,108
CCM2_PX_2,2000,108
CCMA_PX_1,2000,108
CCMA_PX_2,2000,108
CCRA_PX_1,2000,108
CCRA_PX_2,2000,216
CCX1_PX_1,2000,108
CCX1_PX_2,2000,108
RB1V_PX_1,2000,54
RB1V_PX_2,2000,54
RE1V_PX_1,2000,54
RE1V_PX_2,2000,54
RM1V_PX_1,2000,108
RM1V_PX_2,2000,54
RM2H_PX_1,2000,54
RM2H_PX_2,2000,54
RM2V_PX_1,2000,54
RMAH_PX_1,2000,54
RMAH_PX_2,2000,54
RMBH_PX_1,2000,54
RMBH_PX_2,2000,54
RPCV_PX_1,2000,108
RPCV_PX_2,2000,108
RPCV_PX_3,2000,108
RPCV_PX_4,2000,108
RRAH_PX_1,2000,54
RRAH_PX_2,2000,108
RX1V_PX_1,2000,54
RX1V_PX_2,2000,54
EM01,2000,216
EM02,2000,216
EM03,2000,216
EM04,2000,216
EM05,2000,216
EM06,2000,216
EM07,2000,216
EM08,2000,216
EM09,2000,216
EM10,2000,216
EM11,2000,216
EM12,2000,216
EM13,2000,216
EM14,2000,216
EM15,2000,216
EM16,2000,216
EM17,2000,216
EM18,2000,216
EM19,2000,216
EM21,2000,216
EM22,2000,216
EM24,2000,216
EM25,2000,216
EM27,2000,216
EM28,2000,216
EM29,2000,216
EM30,2000,216
EM31,2000,216
EM32,2000,216
EM33,2000,216
EM34,2000,216
EM35,2000,216
EM36,2000,216
EM37,2000,216
EM38,2000,216
EM39,2000,216
EM40,2000,216
EM41,2000,216
EM42,2000,216
EM43,2000,216
EM44,2000,300
EM45,2000,300
EM46,2000,216
EM47,2000,216
EM48,2000,216
EM49,2000,216
EM50,2000,216
R_ANT_A1,2000,108
R_ANT_A2,2000,108
R_ANT_A3,2000,108
R_ANT_A4,2000,108
R_ANT_A5,2000,108
R_ANT_A6,2000,108
R_ANT_B1,2000,54
R_ANT_B2,2000,54
R_ANT_B3,2000,54
R_ANT_B4,2000,54
R_ANT_B5,2000,54
R_ANT_B6,2000,54
R_ANT_B7,2000,54
R_ANT_PC,2000,54
R_G01,2000,108
R_G02,2000,108
R_G03,2000,216
R_G04,2000,216
R_G05,2000,162
R_G06,2000,108
R_G07,2000,108
R_G08,2000,108
R_G09,2000,108
R_G10,2000,108
R_G11,2000,108
R_G12,2000,108
R_G13,2000,108
R_G14,2000,108
R_G15,2000,108
R_G16,2000,108
R_G17,2000,108
R_G18,2000,108
R_G19,2000,108
R_G20,2000,108
R_HB01,2000,108
R_HB02,2000,108
R_HB03,2000,108
R_HB04,2000,108
R_HB05,2000,108
R_HB06,2000,108
R_HB07,2000,108
R_HB08,2000,108
R_HB09,2000,108
R_HB10,2000,108
R_HB11,2000,108
R_HB12,2000,108
R_HB13,2000,108
R_HB14,2000,108
R_HB15,2000,108
R_HB16,2000,108
R_PCCA1,2000,108
R_PCCA10,2000,108
R_PCCA11,2000,216
R_PCCA12,2000,216
R_PCCA13,2000,216
R_PCCA14,2000,216
R_PCCA15,2000,216
R_PCCA16,2000,216
R_PCCA2,2000,108
R_PCCA3,2000,216
R_PCCA4,2000,216
R_PCCA5,2000,108
R_PCCA6,2000,108
R_PCCA7,2000,216
R_PCCA8,2000,108
R_PCCA9,2000,108
SM01,2000,400
SM02,2000,400
SM03,2000,400
SM04,2000,400
SM05,2000,400
SM06,2000,400
SM07,2000,400
SM08,2000,400
SM09,2000,400
SM10,2000,400
SM11,2000,400
SM12,2000,216
SM13,2000,216
SM14,2000,216
SM15,2000,216
SM16,2000,216
SM17,2000,216
SM18,2000,216
SM19,2000,216
SM20,2000,216
SM21,2000,216
SM22,2000,500
SM23,2000,500
SM24,2000,500
SM25,2000,500
SM26,2000,216
SM27,2000,216
SM28,2000,216
SM29,2000,216
SM30,2000,216
SM31,2000,216
SM32,2000,216
SM33,2000,480
SM34,2000,480
SM35,2000,480
SM36,2000,480
SM37,2000,480
SM38,2000,480
SM39,2000,480
SM40,2000,480
SM41,2000,480
SM42,2000,480
SM43,2000,480
SM44,2000,480
SM45,2000,480
SM46,2000,270
SM47,2000,270
SM48,2000,270
SM49,2000,270
SM50,2000,270
SM51,2000,350
SM52,2000,350
SM53,2000,350
SM54,2000,350
SM55,2000,350
SM56,2000,350
SM57,2000,300
SM58,2000,300
SM59,2000,300
SM60,2000,300
SM61,2000,300
SM62,2000,300
SM63,,
SM64,1985,185
SM65,1985,185
TDDB01,2000,300
TDDB02,2000,300
TDDB03,2000,300
TDDB04,2000,300
TDDB05,2000,300
TDDB06,2000,300
TDDB07,2000,300
TDDB08,2000,300
TDDB09,2000,300
TDDB10,2000,300
TDDB11,2000,300
TDDB12,2000,300
TDDB13,2000,300
TDDB14,2000,300
TDDB15,2000,300
TDDB16,2000,216
TDDB17,2000,300
TDDB18,2000,300
TDDB19,2000,300
TDDB20,2000,300
TDDB21,2000,600
Ballack_uLoop_chip,4000,2000
Ballack_uLoop_chip_2,3000,600
Ballack_uLoop_chip_3,500,500
B160_FET_E1,2000,54
B160_FET_E2,2000,54
B160_FET_E3,2000,54
B160_FET_E4,2000,54
B160_FET_E5,2000,54
B160_FET_E6,2000,54
B160_TQ_E1,2000,54
B160_TQ_E2,2000,54
B160_TQ_E3,2000,54
B160_TQ_E4,2000,54
B160_TQ_E6,2000,54
B160_TQ_E7,2000,54
B160_TQ_E8,2000,54
TC410MVT_ARRAY1,2000,54
TC410MVT_ARRAY2,2000,54
TC410MVT_FET3,2000,54
TC410MVT_FET4,2000,54
TC410SVT_FET1,2000,54
TC410SVT_FET2,2000,54
TC410SVT_ARRAY1,2000,54
TC410SVT_ARRAY2,2000,54
TC410SVT_FET3,2000,54
TC410SVT_FET4,2000,54
